join_id,tipo,area,no2_media,pred_fondo,recargo
SP_11004007_8_8,industrial,urban,26.29697047157036,21.01616648688803,5.280803984682333
SP_11006001_8_8,industrial,suburban,3.532575378543244,3.974733997104255,-0.4421586185610109
SP_11008001_8_8,industrial,suburban,12.08354268257875,8.636044567735865,3.447498114842885
SP_11008003_8_8,industrial,urban,13.658007715015724,12.88985777468999,0.7681499403257348
SP_11008006_8_8,industrial,urban,18.96967796882333,16.986408170201873,1.983269798621457
SP_11008008_8_8,industrial,suburban,7.109934825913187,16.298634819466685,-9.188699993553499
SP_11012002_8_8,traffic,urban,11.628706984725357,21.334582879738647,-9.70587589501329
SP_11020003_8_8,industrial,suburban,7.47985622947346,5.444376904220791,2.035479325252669
SP_11022005_8_8,industrial,urban,17.328806510560952,21.95088122498715,-4.622074714426198
SP_11033003_8_8,industrial,suburban,10.552197064324265,12.9919867438041,-2.4397896794798353
SP_11033004_8_8,industrial,suburban,11.339660950466136,13.648174449839573,-2.3085134993734364
SP_11033005_8_8,industrial,suburban,13.484860473039822,17.5548279467327,-4.069967473692879
SP_11033006_8_8,industrial,rural,8.556319372580836,11.736956876892304,-3.180637504311468
SP_11033007_8_8,industrial,urban,16.830922871202382,18.317239296744614,-1.4863164255422312
SP_11033008_8_8,industrial,rural,9.651241227546947,11.246954149838935,-1.5957129222919875
SP_11033009_8_8,traffic,suburban,13.38757256940414,9.654725815233713,3.7328467541704278
SP_12005005_8_8,industrial,urban,10.368284766216968,7.786085743973468,2.5821990222435005
SP_12009007_8_8,industrial,urban,21.03146009049909,11.209210385667694,9.822249704831394
SP_12028001_8_8,industrial,suburban,13.286221306848848,5.258798634626114,8.027422672222734
SP_12032001_8_8,industrial,rural,8.890898873679761,4.431800398301384,4.459098475378378
SP_12040008_8_8,industrial,suburban,5.540679744302933,7.416390171617925,-1.875710427314992
SP_12040009_8_8,industrial,suburban,14.837087960419389,6.106388019928284,8.730699940491105
SP_12040010_8_8,industrial,suburban,13.283865151371426,10.177329707706416,3.1065354436650097
SP_12040015_8_8,traffic,urban,16.69832584086622,14.69901740560701,1.999308435259211
SP_12040020_8_8,industrial,suburban,15.80305507683189,12.254551523261126,3.5485035535707645
SP_12080007_8_8,industrial,rural,2.952513712995079,3.900421168693058,-0.9479074556979787
SP_12084003_8_8,industrial,suburban,8.209359341292481,15.366638219823983,-7.157278878531502
